ID;name;height_cm;weight_kg;overall;potential;pac;sho;pas;dri;def;phy;crossing;finishing;heading_accuracy;short_passing;volleys;dribbling;curve;free_kick_accuracy;long_passing;ball_control;acceleration;sprint_speed;agility;reactions;balance;shot_power;jumping;stamina;strength;long_shots;aggression;interceptions;positioning;vision;penalties;composure;marking;standing_tackle;sliding_tackle;gk_diving;gk_handling;gk_kicking;gk_positioning;gk_reflexes
213377;H. Al Hazaa;175;65;63;66;80;61;41;61;20;62;33;67;62;46;65;56;33;30;33;65;84;77;70;54;66;58;90;78;59;47;41;14;61;51;61;45;16;17;15;12;13;15;14;7
224129;T. Moore;173;66;63;71;71;37;48;64;62;57;65;39;57;53;27;65;39;37;34;57;76;66;72;60;79;30;69;55;51;33;70;59;54;36;49;57;62;64;65;16;14;9;7;10
232577;R. Yamanaka;171;65;63;69;69;31;60;65;57;58;71;28;43;64;35;68;72;70;54;61;67;70;56;64;79;29;67;66;56;32;49;56;45;39;48;53;54;62;65;10;7;12;13;5
233089;G. Del Castillo;167;72;63;75;75;60;59;71;23;46;64;65;58;58;57;71;67;61;55;68;78;73;81;53;82;49;65;44;51;57;32;13;66;55;60;37;12;33;10;10;8;14;7;5
240257;C. Traoré;174;70;63;72;74;32;47;62;60;61;60;29;52;53;27;63;38;38;41;59;75;73;60;57;75;35;66;70;57;29;58;55;43;34;48;53;61;62;70;12;14;8;13;11
183681;R. Weir;175;73;63;63;59;58;60;61;56;69;58;55;47;66;53;55;44;57;62;64;50;66;74;62;79;63;83;73;63;58;73;66;58;54;61;59;50;58;55;6;13;10;7;6
214658;J. Karlström;182;81;63;69;64;57;62;60;48;69;53;48;48;66;62;58;64;57;62;62;68;60;61;64;65;72;59;72;69;61;67;56;57;65;48;65;38;54;46;11;8;10;11;16
221570;J. Lloreda;178;73;63;71;67;62;53;60;17;64;53;65;51;63;44;54;37;41;48;64;71;64;70;55;71;63;65;69;72;58;35;13;70;45;56;51;15;10;15;12;10;6;13;15
237698;C. Gribbin;182;72;63;81;69;52;62;66;40;58;62;45;54;66;44;68;58;72;60;67;70;69;56;60;66;65;55;64;58;55;50;42;59;56;48;51;40;35;40;7;11;12;7;14
191874;Lee Ji Nam;183;70;63;63;61;39;55;42;62;65;52;35;70;57;39;33;46;48;55;44;59;63;62;62;62;42;70;56;70;37;61;60;53;59;48;58;61;62;60;7;9;16;14;9
234371;R. Descamps;194;79;63;71;64;61;59;60;29;65;10;9;14;21;6;9;13;12;16;11;33;26;29;61;24;17;32;20;63;6;22;8;7;23;12;22;7;11;10;64;61;59;65;60
237699;Z. Dearnley;175;66;63;80;68;58;56;62;37;59;55;62;62;59;42;64;48;48;57;63;69;68;52;52;67;66;56;55;59;46;64;48;66;55;53;50;30;30;31;7;8;11;7;11
214660;L. Rodríguez;168;68;63;70;74;47;62;69;59;60;64;50;53;64;36;68;62;61;61;66;75;74;80;56;86;35;75;61;58;54;58;55;54;56;44;65;60;62;63;14;15;15;15;9
232068;N. Balogh;197;75;63;75;72;59;47;60;22;67;53;63;64;42;48;62;53;44;31;61;67;76;56;55;38;59;68;56;78;54;54;18;67;61;53;54;18;17;17;8;7;7;10;5
169604;T. Lee;188;77;63;63;59;59;57;66;41;64;15;19;11;30;13;18;20;12;29;25;40;42;56;68;43;30;82;23;49;15;37;16;8;44;25;46;16;15;16;59;59;57;64;66
235652;U. Yuvakuran;192;81;63;79;64;60;59;64;35;60;11;8;12;33;5;7;12;13;34;16;36;35;48;61;27;20;46;17;68;7;24;9;7;32;13;34;7;12;13;64;60;59;60;64
241028;J. Aylagas;188;85;63;71;63;64;62;65;36;60;10;16;11;23;11;20;18;12;21;21;35;36;42;52;30;23;60;17;77;15;16;16;10;40;19;22;12;13;18;63;64;62;60;65
201094;B. Garratt;185;66;63;72;66;58;57;68;49;62;12;12;14;21;15;11;13;15;20;22;51;48;56;50;58;21;59;30;49;13;39;15;12;49;18;36;11;15;11;66;58;57;62;68
209798;M. Mimoun;176;63;63;65;69;63;63;67;53;43;61;63;51;66;60;64;63;50;65;65;71;67;79;60;82;65;65;43;40;63;46;55;60;63;54;65;51;56;52;14;14;13;10;14
187014;C. Cercado;169;68;63;63;59;43;58;43;65;71;59;34;53;62;13;27;32;45;53;52;66;53;68;58;75;58;66;64;73;56;78;63;34;61;60;54;67;69;66;12;7;10;8;14
187782;S. Conneely;175;68;63;63;67;45;57;59;59;73;53;40;54;61;37;54;40;39;59;59;68;66;72;61;81;55;83;78;73;44;64;61;51;60;52;61;58;61;60;15;14;13;12;14
190598;A. Groven;183;82;63;65;67;51;54;59;60;70;63;49;46;57;34;58;53;17;47;62;64;69;60;61;48;65;42;72;74;49;65;62;57;56;28;65;61;61;62;13;15;12;10;16
221831;Shin Chang Moo;170;67;63;68;63;58;61;63;41;60;48;55;41;65;50;59;58;62;61;65;64;63;74;57;82;58;59;75;51;65;63;59;61;67;53;58;35;36;35;6;10;15;11;15
237959;J. Delem;180;71;63;67;75;49;56;61;59;69;56;48;62;62;45;60;35;39;59;61;72;78;66;62;69;55;80;73;67;48;68;62;52;52;41;55;56;58;57;14;8;14;11;9
240007;M. Trianni;180;73;63;68;75;48;62;62;48;65;60;48;46;65;56;62;48;45;61;58;73;77;76;56;69;49;69;72;65;41;54;49;59;65;48;65;43;52;52;8;13;8;8;11
226440;P. Doody;183;82;63;66;66;32;60;54;60;66;65;28;45;61;21;53;64;22;54;55;58;73;51;59;56;33;73;68;67;38;61;62;56;65;35;55;60;62;61;8;7;7;13;16
203145;G. Taft;196;74;63;70;57;35;52;49;61;75;45;33;63;60;31;42;30;38;57;54;56;57;56;59;72;46;65;84;80;30;55;60;42;51;33;58;61;62;62;12;16;14;12;9
236937;A. Melgalvis;178;73;63;63;71;61;59;60;61;65;60;58;55;60;52;60;54;48;55;59;73;70;60;60;67;69;69;72;64;63;59;64;58;61;58;58;62;60;58;13;12;9;14;7
204426;J. Melling;174;71;63;65;66;44;55;57;57;71;42;40;40;62;34;52;49;32;59;56;64;68;73;62;72;53;75;68;69;45;81;62;51;61;36;54;57;60;56;13;13;7;7;12
212106;D. Connolly;176;69;63;71;92;54;54;63;34;52;56;56;49;58;49;61;50;36;48;59;93;92;84;53;79;54;34;58;53;52;48;31;57;54;49;54;43;25;20;15;14;9;9;12
237450;A. Obinwa;185;77;63;73;70;40;50;58;61;72;39;37;62;62;36;55;36;38;56;59;67;73;65;64;58;49;69;81;69;35;71;59;49;44;42;56;62;61;57;10;13;8;7;11
184714;M. Green;184;81;63;63;87;61;48;61;26;68;39;62;54;50;57;60;51;46;45;57;86;87;73;57;69;63;59;78;70;57;55;28;61;55;64;56;21;21;19;16;11;16;6;11
231307;M. Poaty;177;73;63;76;82;52;49;62;61;68;53;49;56;45;39;60;37;32;48;59;83;82;76;60;69;68;63;73;68;47;65;63;53;59;47;55;57;65;60;12;7;12;14;10
232843;D. Prokop;171;68;63;77;75;52;55;72;40;50;46;54;50;59;48;72;55;45;56;71;77;74;77;55;91;53;77;62;37;52;61;44;49;60;43;62;34;40;39;12;5;13;11;5
236171;Felipe Soldivia;173;67;63;63;70;53;59;65;51;68;49;51;39;68;49;61;68;45;53;65;67;72;73;73;73;63;68;70;67;45;68;66;57;59;66;70;49;53;35;8;14;13;6;10
238475;O. Verdon;190;85;63;73;56;29;38;37;63;70;30;21;62;50;34;33;34;28;36;40;53;59;42;49;46;41;72;69;76;27;58;60;31;28;44;53;59;68;66;11;6;15;11;11
213900;R. Seager;176;75;63;75;73;64;52;60;24;60;43;65;55;60;62;61;51;47;46;60;70;75;58;51;70;63;67;59;70;62;34;16;65;51;63;62;22;21;21;7;9;8;16;6
237452;S. Yajima;171;67;63;67;69;56;64;64;41;60;61;46;39;69;49;62;52;55;65;64;70;68;67;60;79;68;61;77;54;64;54;39;56;61;64;58;36;48;43;14;11;5;9;11
193932;R. Lambe;175;81;63;64;80;56;57;64;43;65;60;54;31;56;56;64;54;55;53;59;79;81;73;58;79;58;59;62;72;56;52;51;62;59;52;52;35;50;40;7;8;7;6;12
210317;B. Lenihan;178;78;63;70;63;48;60;59;63;62;62;43;49;67;46;60;56;38;59;64;65;61;49;55;51;55;63;64;60;52;62;62;57;51;39;55;63;67;62;9;15;9;10;12
213901;A. Madu;185;77;63;70;49;26;41;37;62;72;42;22;66;51;28;27;26;21;39;48;41;55;32;56;53;39;68;64;84;17;53;61;24;35;55;43;62;64;57;11;13;6;8;8
215693;T. Mikkelsen;190;92;63;63;61;63;65;65;44;63;11;14;12;43;20;20;15;16;49;25;41;47;32;54;40;25;58;27;71;12;22;25;14;17;30;23;20;17;11;61;63;65;63;65
231821;Z. Al Sahafi;184;73;63;69;43;43;43;46;59;80;29;23;57;57;42;42;22;23;47;53;38;47;37;53;48;68;67;70;88;66;77;58;28;40;40;47;58;63;55;12;11;7;8;11
177549;D. Oduro;183;73;63;63;84;59;59;60;37;68;59;59;59;62;55;62;52;43;50;55;84;84;69;55;55;67;65;70;66;52;69;38;66;64;56;50;27;45;17;14;15;10;14;9
197774;C. McAleny;178;66;63;67;75;65;60;66;23;49;67;63;45;67;64;64;64;58;50;64;74;76;78;66;81;67;36;53;47;66;54;24;60;49;68;50;24;17;17;8;13;6;10;11
208014;M. Pearson;190;72;63;68;67;50;50;54;63;71;57;50;62;58;35;52;39;33;54;54;69;66;61;53;60;53;71;70;75;51;60;62;48;35;51;62;62;66;64;15;8;12;13;15
160142;M. Rentador;181;81;63;63;62;60;54;68;28;57;62;60;45;43;58;73;56;55;45;63;59;65;58;73;55;67;55;66;67;51;22;24;68;72;71;65;32;21;24;13;10;7;13;8
227982;Jang Yun Ho;178;68;63;74;61;50;58;58;60;68;46;42;54;64;36;52;59;61;58;61;59;62;65;61;73;64;56;71;67;56;69;66;59;57;56;63;59;59;56;7;12;15;13;7
237198;A. Leautey;172;68;63;73;84;55;54;66;24;48;64;62;28;52;59;66;62;60;37;62;82;86;78;47;79;50;56;62;43;41;42;18;58;58;58;52;23;24;30;14;11;11;6;8
208527;A. Sala;186;76;63;67;64;62;58;68;45;59;16;17;16;25;10;15;15;18;17;20;46;44;44;54;60;21;73;43;58;14;23;28;12;32;13;46;18;12;13;64;62;58;59;68
220815;J. Narváez;180;76;63;72;54;64;47;63;23;51;33;69;65;61;57;62;44;42;37;64;55;54;64;59;64;59;65;48;57;61;38;12;60;46;62;51;20;21;19;10;12;12;11;14
239247;Dani Morer;169;60;63;74;77;48;61;60;59;59;62;47;41;64;39;59;64;42;58;58;76;78;70;56;75;48;66;62;57;52;59;63;61;60;39;54;59;62;60;15;12;5;13;6
135056;J. McAlister;178;83;63;63;71;53;59;62;55;76;52;50;61;63;48;60;50;51;60;61;71;71;73;62;60;60;66;90;73;55;66;54;57;62;47;66;50;58;53;6;13;14;13;11
231056;S. Marinovic;192;96;63;68;63;64;55;61;44;60;11;17;14;34;18;15;14;19;35;21;47;41;35;65;44;18;57;45;76;13;16;25;16;34;22;55;15;18;18;63;64;55;60;61
192912;G. Merebashvili;179;75;63;63;70;55;60;69;36;56;58;57;54;59;54;68;55;55;62;67;67;72;79;62;68;59;56;50;58;48;56;32;53;64;51;59;34;35;36;10;10;7;11;9
240529;Rayco;178;64;63;73;71;56;62;63;47;56;57;54;55;66;49;61;58;60;63;64;69;72;76;54;60;59;62;64;56;57;44;41;57;62;59;62;45;49;47;9;6;7;8;10
186769;S. Palla;173;73;63;63;74;34;48;63;59;67;57;35;48;58;22;58;25;15;48;64;75;73;81;54;85;38;75;75;63;32;65;56;32;36;30;59;60;60;65;16;8;6;11;14
230802;H. Al Amiri;168;54;63;67;74;46;60;64;44;56;54;45;38;65;48;64;55;40;60;66;74;74;67;57;61;55;62;52;52;38;68;52;57;65;45;63;41;43;44;12;12;7;14;6
237203;C. Paredes;183;75;63;78;68;58;63;58;63;64;51;57;66;72;46;52;51;53;62;63;69;67;64;60;65;68;56;70;62;56;64;59;43;63;63;60;61;65;63;9;6;12;6;6
238227;K. Diatta;173;68;63;80;86;58;55;71;29;53;58;57;47;58;51;69;47;42;47;68;87;85;86;63;79;63;75;69;50;53;36;33;64;57;59;64;28;22;30;10;8;11;11;12
184467;N. Delfouneso;186;78;63;66;68;61;52;63;21;57;47;60;67;64;62;65;61;36;30;57;64;71;75;52;69;64;72;59;66;59;27;19;65;53;61;57;14;18;12;9;11;10;9;6
189331;G. Taylor;177;73;63;64;76;41;53;54;61;69;55;36;51;56;38;51;42;41;55;49;76;76;70;57;72;55;61;79;73;39;48;59;41;48;39;53;62;66;60;6;7;11;13;11
198036;Y. Kakoko;172;70;63;65;69;63;58;71;60;64;52;65;61;59;52;71;63;61;49;72;67;71;62;71;73;58;57;76;61;63;56;64;67;67;65;75;56;62;57;7;9;9;14;7
204180;S. Suljevic;188;86;63;69;57;51;62;62;48;67;53;46;48;65;39;62;56;48;66;64;60;54;61;58;58;62;45;68;77;53;45;50;54;67;54;62;43;50;48;13;15;10;10;10
212628;M. Sarr;188;78;63;71;64;39;56;59;63;61;49;45;65;64;26;58;39;38;63;59;63;65;64;55;54;45;70;55;66;22;53;61;26;54;60;62;63;63;61;8;12;14;10;7
214164;N. Salazar;197;84;63;63;44;36;55;50;62;80;54;29;71;58;33;52;39;34;53;56;39;48;29;64;25;47;34;69;92;32;77;64;66;59;38;61;60;63;54;15;13;13;13;7
215700;L. O'Nien;174;74;63;73;70;53;63;61;62;67;55;55;62;68;50;58;60;52;67;63;69;71;71;52;73;53;60;80;64;45;60;50;55;64;59;57;68;63;60;9;14;8;14;10
219796;Einar Galilea;182;73;63;71;56;32;41;45;60;71;34;24;67;50;37;37;37;36;42;49;57;56;59;58;56;48;75;63;73;27;76;60;33;36;51;56;59;57;65;12;7;12;15;16
234388;M. Wachs;180;73;63;69;73;32;56;63;56;63;65;31;48;62;28;61;40;29;49;62;67;77;71;58;73;35;70;73;58;28;62;61;59;54;25;30;51;60;61;15;12;8;5;9
186516;D. Subotić;191;85;63;63;61;61;48;61;24;67;39;61;66;54;59;62;46;55;32;64;63;59;58;51;56;64;62;58;77;58;55;33;62;55;63;50;13;15;20;10;10;6;10;7
187796;K. Dennis;180;75;63;64;70;67;46;58;35;66;38;65;56;42;67;57;43;60;46;54;69;70;71;63;68;71;72;78;59;66;69;40;66;58;67;61;29;34;22;5;7;21;3;5
135061;C. Millar;175;65;63;63;71;36;63;65;58;70;61;29;39;64;31;63;63;58;61;64;73;70;76;64;75;42;83;72;72;43;59;60;60;64;18;67;55;65;61;16;15;6;16;10
225685;E. Koffi;179;78;63;71;80;52;57;62;62;63;53;48;58;66;49;60;51;52;59;59;80;80;80;56;67;57;57;55;60;56;80;58;48;48;51;62;65;63;60;8;11;9;7;12
227989;E. Ayuk;173;68;63;75;85;57;53;68;42;45;55;62;56;58;39;68;52;39;56;63;86;84;77;55;85;51;81;54;34;58;54;44;60;42;45;58;34;45;41;9;9;8;11;8
204438;C. Diop;185;75;63;66;69;58;63;68;35;58;6;7;8;33;9;11;6;7;52;28;37;33;24;50;33;10;66;32;51;6;22;13;11;38;22;26;6;10;13;69;58;63;58;68
205206;O. Taşdelen;185;75;63;63;64;50;52;60;64;67;49;52;64;55;33;61;47;42;64;57;65;64;60;60;67;52;56;73;68;49;62;59;52;42;45;53;67;65;63;14;14;9;16;6
225430;P. Zebli;180;75;63;75;72;52;52;59;60;70;42;58;47;58;42;54;38;35;53;60;73;72;72;61;65;45;77;74;67;49;72;65;48;57;50;56;57;65;60;16;10;15;11;15
198039;M. Gillespie;186;86;63;68;64;60;62;66;35;61;13;16;11;34;12;17;12;15;35;29;34;35;37;58;53;24;70;39;66;12;23;25;15;42;19;56;14;11;19;64;60;62;61;66
201879;A. Rogie;186;85;63;66;54;54;62;62;54;68;54;55;59;68;38;62;53;57;63;65;56;53;58;65;58;59;61;69;75;51;52;53;52;61;51;55;50;58;50;12;11;7;9;10
214679;H. Gjesdal;192;87;63;69;57;29;42;50;62;70;28;26;63;54;32;49;30;31;46;52;56;58;47;55;43;34;74;67;78;24;55;58;38;36;34;53;62;63;62;12;14;14;15;9
144024;D. Zibung;187;87;63;63;65;60;53;65;29;62;14;9;11;37;9;14;13;13;35;26;27;30;57;60;45;38;56;27;57;16;31;14;14;51;26;55;13;11;19;65;60;53;62;65
222104;T. Adarabioyo;196;80;63;80;55;29;43;52;61;69;30;30;65;59;25;44;26;22;49;62;52;58;58;54;52;31;68;71;75;22;52;52;28;32;35;70;61;66;63;14;11;11;8;9
229784;P. Dolgov;187;83;63;70;66;64;53;58;31;65;48;72;62;61;45;57;41;43;48;60;68;64;54;61;63;61;62;65;73;60;45;27;50;55;50;57;32;27;18;13;13;12;6;6
231320;José Amo;181;75;63;73;63;35;53;57;63;57;53;35;68;63;42;52;48;41;70;61;66;60;66;54;59;35;74;56;56;31;56;63;46;25;40;56;60;62;67;13;8;7;7;7
233880;G. Fechner;188;78;63;75;65;38;56;54;60;65;41;34;63;66;27;48;34;40;64;60;64;65;64;57;57;51;66;55;70;36;66;61;39;58;41;54;57;63;59;14;11;7;6;7
224665;K. Wojtkowski;173;66;63;78;78;45;63;69;39;52;61;43;39;66;48;69;54;42;62;67;82;74;75;48;82;47;71;48;47;44;66;32;47;66;54;56;37;44;47;10;10;9;12;7
235673;D. Maresic;183;74;63;78;51;30;39;41;65;64;31;26;58;49;25;30;32;25;41;48;53;50;60;55;60;47;80;62;70;20;46;65;28;35;35;64;67;66;64;14;11;15;11;7
235929;C. D'Urso;178;70;63;75;68;47;65;65;44;48;52;42;47;72;50;66;56;52;75;65;67;68;57;58;72;58;52;48;48;44;49;25;53;63;60;67;45;50;57;7;8;11;12;9
236697;J. Romil;185;75;63;72;75;61;48;64;19;58;39;64;58;56;48;63;47;48;37;64;76;75;69;60;58;63;69;62;58;57;48;13;57;50;59;61;17;13;17;5;13;9;11;14
238489;T. Boss;186;81;63;70;68;63;51;69;47;56;9;9;8;29;10;16;13;18;28;21;44;49;41;55;49;23;62;28;69;11;31;19;11;52;33;37;12;9;9;68;63;51;56;69
241049;Gorosabel;174;73;63;75;66;30;51;55;61;50;57;25;43;64;27;46;42;33;41;66;65;67;60;62;70;30;57;56;45;36;54;58;41;35;38;47;63;66;65;8;6;10;10;15
214682;J. Wright;193;82;63;69;45;28;43;55;64;68;29;23;64;47;32;58;25;29;48;54;50;41;46;52;51;44;67;65;74;19;58;62;29;54;30;65;66;65;61;9;10;12;9;6
152731;A. Eriksson;187;86;63;63;65;59;62;63;43;63;60;57;62;65;63;63;62;49;57;64;64;66;62;62;55;60;44;50;80;58;43;40;64;64;58;69;24;56;46;14;11;10;10;6
227995;L. Walsh;178;66;63;79;70;60;62;61;51;59;50;60;55;72;40;58;65;64;65;62;67;73;64;63;71;71;63;68;55;58;59;49;58;54;55;55;50;50;59;6;7;14;11;9
234651;D. Stec;179;70;63;68;70;48;54;64;58;59;72;47;48;55;23;64;67;32;47;63;73;68;64;56;70;58;58;68;56;47;55;55;57;42;40;40;56;63;65;8;15;14;9;7
235931;M. Şengezer;188;78;63;74;63;60;57;66;35;61;11;9;13;26;8;10;12;12;21;13;34;36;42;56;32;25;58;18;58;6;19;12;7;32;19;39;8;13;10;63;60;57;61;66
199836;A. Öztürk;182;84;63;63;72;59;54;62;22;63;67;60;63;64;62;63;45;50;56;59;68;76;67;60;67;61;59;61;72;54;45;27;61;24;64;55;15;13;18;12;10;11;11;14
237212;Sarriegi;182;70;63;73;62;48;60;61;54;61;48;44;42;67;33;58;45;43;60;67;65;60;57;61;66;56;64;66;62;51;50;52;49;67;57;62;52;59;57;6;11;14;6;9
228509;J. Reine-Adelaïde;183;75;63;80;75;48;58;68;44;56;41;41;54;68;46;72;46;43;62;59;79;72;79;62;59;63;64;54;60;46;45;47;62;61;53;59;41;41;42;10;15;11;16;8
241053;Barbosa;188;80;63;79;62;61;47;60;23;65;36;64;66;55;52;62;41;40;34;59;63;61;58;61;53;59;65;67;74;57;42;19;65;59;62;51;19;17;18;5;9;8;8;15
189085;M. Małkowski;170;65;63;63;73;50;60;65;50;61;63;49;53;59;53;61;62;57;59;62;75;71;86;66;85;60;85;68;60;43;49;51;58;62;42;73;44;56;48;11;7;12;13;10
150430;G. Müller;172;68;63;63;72;54;59;69;33;56;64;57;38;60;56;67;63;48;52;66;73;71;83;61;85;47;73;58;50;51;64;38;60;60;56;57;25;33;37;15;6;12;9;8
225694;T. Thomas;185;71;63;73;64;40;56;58;62;65;56;34;65;62;37;57;40;37;53;58;65;64;56;59;62;65;72;73;62;30;61;59;31;58;39;52;61;62;63;7;10;15;8;13
219551;C. Shaughnessy;191;74;63;74;64;42;52;54;61;69;41;31;64;62;40;52;37;38;54;56;62;66;59;52;59;60;62;65;74;50;65;57;46;51;44;51;61;63;63;12;12;10;14;12
205728;I. Shekiladze;181;73;63;68;90;55;53;66;26;57;49;56;57;61;46;62;37;32;48;64;89;91;92;67;62;61;65;56;57;46;54;25;61;56;63;70;15;27;28;6;15;13;11;13
152480;M. Moström;178;68;63;63;75;56;60;60;52;62;64;59;42;62;57;58;61;50;47;55;74;76;76;69;75;59;49;78;55;49;64;58;66;62;43;62;57;47;50;9;11;11;12;10
179616;L. John-Lewis;178;86;63;63;72;56;50;64;30;71;54;58;55;58;47;65;24;21;44;62;71;72;67;55;71;66;49;61;83;41;59;36;68;48;62;54;27;25;18;16;10;12;12;7
182688;C. Whelpdale;184;80;63;63;61;62;59;62;53;70;64;59;55;59;54;63;49;58;48;57;65;58;69;65;65;66;70;81;73;65;47;59;65;64;58;62;48;53;52;16;7;14;11;15
211873;J. Büscher;178;77;63;66;56;53;65;66;42;58;69;44;40;67;45;66;69;49;60;65;59;54;68;58;77;65;55;52;59;64;64;45;57;64;55;57;39;44;41;14;15;11;15;12
155041;C. Mackail-Smith;178;78;63;63;70;61;55;60;36;71;58;59;58;55;61;57;56;52;45;58;72;68;71;69;73;64;71;74;70;58;70;48;67;61;64;66;27;33;25;15;8;16;16;12
223137;F. Bonazzoli;182;77;63;73;68;60;48;61;29;59;41;65;65;54;54;60;47;53;43;66;67;69;63;59;37;56;60;60;67;57;39;26;57;46;60;64;25;22;29;8;13;10;8;7
234913;C. Fassnacht;185;74;63;71;69;65;53;60;16;54;46;73;60;55;45;58;34;28;59;65;71;67;57;63;59;62;64;61;58;54;31;10;72;62;63;56;11;11;13;12;13;13;12;6
237217;N. Hansen;178;77;63;68;85;58;56;63;34;57;49;58;55;66;48;60;61;60;48;66;84;85;69;56;76;62;80;58;57;57;49;43;59;49;59;65;33;23;31;8;9;12;12;12
211362;A. Dźwigała;185;80;63;71;68;46;52;52;61;71;37;32;67;60;38;44;53;39;58;61;69;68;61;54;64;61;71;80;73;56;57;50;55;52;61;59;62;64;60;8;6;15;14;13
224930;A. Sabbione;181;69;63;68;66;41;58;63;60;66;41;33;60;69;41;59;37;40;66;69;64;68;64;57;67;60;70;70;64;39;63;59;55;59;40;58;56;63;62;9;14;14;12;12
227746;A. Jakobsen;180;73;63;71;72;58;61;74;41;59;53;55;35;65;56;74;62;56;60;72;75;69;86;55;80;65;60;68;54;62;60;45;56;62;48;65;35;46;42;11;7;14;11;11
228770;J. Segura;187;80;63;79;54;28;31;35;63;69;25;25;69;34;30;30;32;24;30;35;45;62;46;58;48;41;69;62;81;20;46;63;27;33;42;52;58;68;61;10;15;10;6;9
231842;K. Sanson;173;64;63;76;64;59;64;65;58;58;65;58;50;66;57;64;64;51;63;64;66;62;75;58;76;65;71;69;49;60;65;61;55;63;55;54;54;62;58;6;12;8;9;9
240546;S. Sakala;178;70;63;71;77;60;58;65;36;63;54;61;55;64;56;63;52;41;57;66;79;76;74;55;70;61;63;62;67;56;56;28;62;59;55;46;39;33;30;13;11;8;14;7
202659;M. Söderqvist;176;70;63;68;85;61;53;67;27;53;49;61;48;57;65;65;58;51;44;62;84;85;82;63;81;59;74;45;54;63;57;29;66;54;57;59;23;23;24;15;13;9;11;13
211875;T. Grupe;193;85;63;66;50;44;43;47;66;77;24;40;71;54;37;41;28;33;53;57;47;53;38;64;38;61;39;71;86;42;69;61;39;39;36;62;65;69;62;15;11;8;14;11
216483;T. Fosu;170;67;63;71;82;56;53;65;31;49;57;57;39;56;44;65;49;47;53;63;85;80;76;54;71;56;52;66;42;55;45;33;57;48;57;47;34;27;22;11;13;9;12;7
152483;G. Zakuani;185;68;63;63;70;24;40;44;62;71;18;26;61;54;15;37;22;14;41;41;69;70;74;59;63;31;74;69;76;14;59;58;24;46;29;40;62;65;62;11;6;6;11;10
225955;M. Kvasina;194;82;63;71;57;59;44;58;27;67;32;63;73;49;42;58;42;31;41;62;50;62;54;57;43;61;72;58;84;53;32;18;60;53;53;61;22;25;23;11;7;12;10;6
162211;M. Mikkelsen;182;79;63;63;73;56;58;61;32;70;64;54;38;59;56;59;50;62;55;65;72;73;57;60;58;61;69;74;72;59;59;22;59;51;46;56;30;38;34;11;10;13;8;7
230819;O. Shodipo;176;70;63;74;82;50;58;65;26;52;61;54;37;62;50;63;61;37;58;61;81;83;84;54;77;55;48;58;59;33;27;20;60;54;55;48;26;26;28;6;7;7;14;9
237732;O. Velanas;183;74;63;75;67;58;61;66;46;55;42;66;42;71;40;66;48;48;63;69;68;66;64;48;60;59;43;62;52;48;59;46;52;65;46;59;42;49;55;14;12;9;6;15
211621;K. Jałocha;201;93;63;67;63;57;68;61;48;72;21;18;16;32;19;22;20;19;23;24;47;49;37;51;32;25;55;17;79;18;22;17;14;26;29;30;13;21;23;63;57;68;72;61
159909;A. Engaña;180;75;63;63;68;43;64;72;53;64;35;21;35;44;33;22;34;39;38;42;60;48;52;65;55;35;41;39;52;40;33;23;13;52;42;50;29;19;18;68;43;64;64;72
229797;H. Elhouni;175;67;63;70;75;56;53;68;26;54;64;57;39;56;39;68;39;40;46;64;74;75;77;65;75;65;58;51;59;50;46;31;55;50;46;54;20;24;23;11;14;6;11;7
194725;J. Lindner;175;66;63;63;79;59;49;68;19;50;60;61;54;54;58;68;43;48;33;63;75;83;75;64;78;63;59;64;43;56;47;15;54;44;45;48;15;16;17;15;15;6;16;16
208294;Francisco Júnior;172;70;63;67;74;57;57;67;56;63;46;49;36;63;58;64;49;43;59;67;76;73;78;64;86;68;85;74;49;64;78;65;57;60;52;59;60;53;53;10;10;13;10;12
209318;B. de Jong;180;76;63;68;62;58;63;65;53;60;17;18;12;27;11;19;13;20;32;22;55;51;43;65;53;33;78;37;60;12;38;20;12;50;20;32;16;15;13;62;58;63;60;65
210854;F. Fallatah;180;78;63;64;64;26;33;44;61;78;30;18;46;31;40;30;29;29;46;54;65;64;67;56;71;39;79;78;80;23;75;54;27;31;33;55;60;67;71;15;15;13;15;7
216486;A. Vajushi;181;70;63;65;75;49;58;73;23;38;65;51;45;65;46;73;40;35;61;75;74;75;71;46;84;53;34;55;32;39;35;18;47;48;52;56;18;23;21;14;6;11;9;13
218534;S. Adamyan;184;75;63;67;72;59;48;68;24;63;34;65;54;61;54;69;51;39;36;67;77;68;68;62;66;56;62;67;66;48;53;22;61;49;59;58;19;21;22;14;15;10;15;10
229542;A. Desmas;196;87;63;69;64;64;60;65;29;62;18;18;12;23;14;15;16;10;20;19;28;30;26;51;37;23;32;24;60;17;20;14;9;41;18;31;10;17;11;64;64;60;62;65
221351;D. Poggenberg;184;78;63;66;66;39;51;58;65;61;57;35;55;59;36;58;37;35;46;58;67;66;58;60;62;47;61;58;64;38;56;60;46;42;49;52;67;68;66;14;7;11;13;11
231335;J. Flores;175;72;63;70;71;29;41;59;61;57;64;28;44;41;30;64;29;32;25;44;71;71;69;62;73;28;64;79;50;24;47;61;48;34;34;32;61;65;64;14;6;12;13;10
